nightly_fee,cleaning_fee,occupancy_tax_rate,avg_rating,reviews,city,max_capacity
227,53,0.09,2.45,416,North Lilianeton,6
353,41,0.11,0.32,776,McGlynnbury,4
279,56,0.11,1.39,185,McLaughlinhaven,6
103,31,0.12,3.95,267,Port Clarabellestad,6
80,37,0.10,1.34,349,Mrazfort,3
301,77,0.08,0.51,372,North Deon,6
221,69,0.08,3.23,811,Douglasstad,3
227,57,0.11,1.62,387,Lake Pattie,4
105,29,0.10,4.75,829,West Zander,5
152,61,0.08,0.74,137,Windlerton,7
92,34,0.11,4.76,591,Cesarstad,6
116,28,0.08,4.87,26,North Domenickborough,9
297,22,0.12,1.16,22,East Damon,10
99,32,0.11,3.27,670,Lake Hannaberg,4
279,60,0.09,1.77,815,Robertsberg,3
201,45,0.12,1.97,569,South Lilliana,2
63,30,0.08,1.93,92,West Lenoreland,3
285,23,0.10,0.78,677,New Myriamside,10
303,43,0.12,4.26,348,Skyeburgh,2
295,75,0.10,4.61,468,Fritschburgh,8
85,26,0.08,3.86,890,Leonardoport,6
167,58,0.12,4.06,434,East Bernie,9
235,72,0.09,4.17,972,New Rosemarybury,8
195,55,0.08,3.54,71,New Chet,5
316,79,0.10,0.16,704,Carleyberg,10
179,76,0.10,1.65,644,Kemmerstad,3
325,45,0.09,0.68,677,Port Nathan,9
229,69,0.11,1.73,1,Alliefurt,2
121,42,0.10,3.7,825,Destanyview,2
86,58,0.11,0.05,727,West Garretberg,2
203,25,0.09,2.24,506,East Kaylah,4
280,70,0.09,0.39,16,East Forrestport,5
315,78,0.09,4.69,379,West Stephenburgh,8
261,70,0.11,3.73,997,New Demarcuston,10
164,68,0.12,2.25,858,Lillianachester,2
297,78,0.12,2.9,200,North Myaton,2
224,53,0.1,1.55,440,Marlonchester,3
113,29,0.10,0.88,157,Botsfordton,3
348,64,0.1,2.66,773,East Dolores,2
322,46,0.13,0.44,331,Feeneyville,5
132,67,0.08,2.4,474,Tyrelstad,2
318,75,0.12,3.02,993,Port Willburgh,3
292,59,0.09,3.4,176,Denesikside,4
191,35,0.09,4.72,709,Lake Eva,3
209,74,0.12,0.87,6,Lake Violabury,2
76,22,0.08,4.6,164,West Natashamouth,4
226,73,0.12,4.97,146,West Wilfredo,9
344,65,0.1,4.43,441,West Ryann,6
229,25,0.11,0.79,345,New Kaci,10
179,71,0.12,1.18,280,Port Leorabury,2
234,61,0.12,0.14,767,Rodriguezfurt,3
128,80,0.08,2.31,434,Kozeyville,8
287,59,0.09,1.58,106,Port Pasqualetown,9
186,36,0.12,1.62,652,Mortonburgh,10
89,58,0.08,3.65,470,Lake Ollieport,10
135,53,0.11,4.48,683,Hettingerchester,5
151,40,0.11,0,624,Hannahborough,7
359,47,0.09,4.81,748,Andreshaven,8
137,54,0.10,0.74,386,Krystinamouth,9
177,54,0.08,2.25,258,Carrolltown,3
80,25,0.10,1.81,938,Maymouth,3
187,31,0.12,2.06,401,Lake Trisha,9
276,23,0.11,3.03,680,North Demarioton,4
64,56,0.11,1.74,65,South Georgeville,4
250,51,0.10,0.51,979,Jakubowskihaven,4
169,42,0.11,1.43,34,Shaunhaven,10
85,46,0.12,2.99,535,North Hulda,10
182,23,0.10,2.54,766,Flavieside,9
112,67,0.08,2.86,266,Bauchview,5
275,72,0.11,0.14,846,Felipechester,6
90,78,0.09,0.91,829,Jonatanbury,10
314,38,0.08,2.37,760,West Ova,4
104,67,0.11,0.19,603,Port Palma,3
293,47,0.11,5,804,Pagacchester,3
128,30,0.10,3.42,531,North Uriel,6
215,26,0.10,3.23,442,Port Nickchester,8
102,70,0.12,3.25,428,Darechester,6
334,73,0.12,3.56,381,West Rosina,4
173,78,0.10,4.66,409,Alfordview,4
170,23,0.11,2.39,563,South Jorgeshire,8
235,63,0.11,2.14,491,Port Marilouborough,3
345,44,0.11,4.72,333,New Evalyn,3
336,48,0.10,3.56,470,Lake Rowanshire,5
222,75,0.08,2.34,176,Lake Angie,6
116,75,0.11,2.95,584,Taylortown,4
98,58,0.11,3.7,914,New Samantha,10
67,65,0.11,4.1,922,Jammietown,10
326,78,0.09,2.93,353,Kulasmouth,9
325,35,0.09,1.09,757,Dudleyton,7
321,45,0.08,4.1,729,Kianamouth,2
297,35,0.11,1.04,689,Sigridchester,9
236,62,0.10,2.13,911,Lake Adolfshire,10
303,35,0.12,1.32,785,East Rubieton,2
180,62,0.12,1.57,376,North Columbus,10
349,52,0.09,3.65,898,Port Ima,4
340,60,0.10,3.99,951,West Garrickside,4
122,51,0.08,3.18,270,South Verlatown,4
147,68,0.11,2.19,743,Eliasfurt,6
293,26,0.11,4.91,930,Klockoshire,6
69,24,0.09,2.82,740,Port Kenyachester,10
331,52,0.09,2.82,626,Schadenbury,4
273,31,0.12,3.87,681,Emeryhaven,10
132,53,0.10,3.75,696,Stehrport,9
296,60,0.09,2.17,19,Lake Estel,7
186,66,0.1,2.9,906,West America,8
281,26,0.12,1.5,684,Collinsstad,3
285,76,0.12,2.81,969,Kuphalborough,4
353,52,0.09,1.41,416,Port Myrtleberg,7
70,55,0.10,0.63,125,New Claraland,4
62,66,0.12,1.37,923,Terryview,5
309,31,0.09,0.96,213,New Bernardo,2
236,57,0.12,4.06,818,West Rebekahside,2
68,51,0.11,2.67,419,South Lisandro,5
326,50,0.12,4.14,21,East Jefferyton,5
246,28,0.12,2.07,16,North Helen,2
90,28,0.12,2.93,653,Hermistonchester,3
66,41,0.12,0.6,472,North Mertiehaven,9
62,74,0.12,3.27,695,Creminton,6
294,22,0.10,3.27,599,Port Percy,9
81,60,0.12,2.73,132,New Lorna,2
160,39,0.1,1.88,218,Katherynmouth,2
180,68,0.12,0.91,796,Effertzland,5
152,23,0.08,2.76,191,South Annamaeland,7
101,57,0.12,2.49,876,Lake Johnmouth,4
189,23,0.10,2.91,771,Dixiemouth,5
232,37,0.11,3.28,442,North Dolores,9
350,64,0.08,4.5,548,Christiansenton,7
290,43,0.09,4.67,384,West Imeldaburgh,6
144,24,0.08,2.68,554,Johnsshire,4
296,50,0.11,3.65,815,South Colt,2
218,62,0.12,0.47,485,Lake Octaviabury,3
330,48,0.08,0.86,831,Hoegerport,3
226,30,0.11,2.12,548,Wittingview,8
259,24,0.09,3.12,13,Hollismouth,8
99,43,0.10,4.77,571,Gislasonton,3
109,41,0.11,3.38,378,Judahport,5
165,67,0.09,0.8,317,New Audra,4
179,77,0.09,2.69,429,Strosinfurt,8
199,35,0.09,3.08,646,Blockfort,7
301,69,0.08,4.23,129,Lake Allanview,5
231,54,0.11,0.46,155,South Luigi,7
78,24,0.09,1.21,199,Lloydbury,4
124,79,0.1,0.87,150,Lake Everette,6
241,37,0.09,0.4,233,East Marcellaport,10
97,26,0.09,2.57,960,Lake Carolyn,2
92,47,0.12,1.63,473,West Tessshire,4
204,28,0.12,2.54,326,East Fermin,5
94,28,0.09,2.38,245,Leatown,7
169,66,0.12,2.52,216,Port Jonas,4
119,78,0.10,1.11,858,Enidview,2
94,44,0.11,4.93,445,East Dalton,5
298,34,0.12,0.16,940,North Magnoliamouth,6
334,22,0.08,2.17,877,Purdyshire,9
237,58,0.11,0.88,871,Lemketown,3
308,29,0.11,1.07,699,North Wileyfurt,3
331,54,0.10,0.92,840,Emileberg,4
305,57,0.10,1.59,40,North Christellechester,8
81,35,0.09,4.46,170,O'Reillyville,8
63,31,0.10,3.93,941,Bergnaumland,4
287,24,0.10,0.04,112,Lehnerchester,8
201,56,0.09,3.61,908,Lake Albastad,9
99,78,0.08,4.79,784,Herzogfort,4
210,77,0.12,3.19,819,Aliciachester,8
83,78,0.11,4.04,366,Schillermouth,6
264,24,0.11,3.18,588,O'Connerfort,10
77,67,0.08,0.19,372,North Jodieburgh,2
341,56,0.09,2.44,120,Schoenberg,3
345,45,0.08,1.05,962,Omaport,8
167,49,0.12,1.97,536,Jalontown,4
168,66,0.11,1.48,626,Thompsontown,5
116,49,0.11,2.23,843,West Christianhaven,4
143,75,0.12,2.32,19,West Opheliaside,7
139,55,0.11,3.42,161,Lake Amparohaven,7
346,25,0.08,2.93,569,Lebsackmouth,8
233,60,0.11,2.42,184,Kerlukeside,8
131,27,0.08,2.49,134,West Alek,2
100,39,0.08,4.18,614,Blickfurt,7
343,74,0.11,0.33,666,Lake Clarabellestad,3
103,60,0.08,4.2,692,Lake Kayleyton,10
324,73,0.08,4.22,24,Armstrongville,10
195,72,0.08,0.38,33,New Abigailchester,6
241,58,0.09,1.85,703,Rohanshire,3
360,29,0.10,4.81,265,New Emilyport,2
352,47,0.11,1.16,720,Purdyborough,7
111,24,0.11,4.06,851,Kozeyport,4
135,22,0.08,1.7,402,Framihaven,2
297,64,0.11,3.13,768,Lake Candelario,6
171,33,0.10,1.13,291,Mattieville,3
180,74,0.12,4.87,415,Lake Agustin,7
319,68,0.12,4.85,430,Runolfssonburgh,2
287,49,0.12,2.59,174,Powlowskiport,9
179,65,0.09,1.31,532,Lake Lianachester,9
219,59,0.08,2.34,194,Hanebury,3
117,29,0.10,1.07,745,East Harrisonville,9
119,61,0.08,3.89,102,New Brandofurt,10
194,72,0.12,0.82,253,North Eulaliaburgh,9
250,39,0.09,1.55,60,East Chris,6
277,48,0.11,2.23,630,Port Santino,5
235,66,0.09,4.27,188,Johnathonfurt,5
115,38,0.08,2.94,656,North Melissa,2
71,29,0.11,4.93,734,East Antonettamouth,8
83,25,0.12,3.67,61,Port Sabryna,7
323,26,0.1,0.34,141,Hubertland,2
310,79,0.09,4.08,799,Eulamouth,5
118,50,0.11,2.61,415,Hodkiewiczfurt,8
111,28,0.12,3.76,850,Wildermanstad,6
93,31,0.09,1.73,892,Lake Danika,3
331,79,0.08,0.83,230,Port Bessieborough,8
279,46,0.12,3.32,939,Legrosstad,10
227,47,0.08,0.17,865,Port Myriamburgh,4
335,34,0.11,1.43,363,Roycemouth,2
129,53,0.08,2.08,90,Coraberg,10
250,44,0.12,0.23,168,South Dagmar,6
138,33,0.08,2.26,516,Abigailland,3
122,28,0.11,4.33,283,New Billymouth,10
70,28,0.12,2.42,699,West Ashtynhaven,2
210,58,0.08,4.14,203,Lake Zulaton,6
110,32,0.09,2.74,857,Kochburgh,6
357,64,0.12,2.62,628,Dickiberg,9
102,46,0.10,0.79,776,Garrychester,4
64,27,0.10,2.71,809,Port Alliebury,9
241,79,0.10,3.22,481,Frederickberg,5
147,53,0.11,0.89,260,Howellland,4
111,24,0.11,1.14,275,Port Terrence,2
288,24,0.10,1.01,984,Jenkinsfort,3
268,65,0.11,4.89,285,Michaleberg,3
277,55,0.09,4.91,598,Port Lottie,9
221,80,0.10,1.27,323,Reichelmouth,5
327,62,0.10,0.58,623,New Haylee,9
314,73,0.10,3.32,574,Wehnerton,9
210,47,0.08,2.59,232,Berylburgh,10
331,78,0.08,4.12,606,Lake Junius,5
175,69,0.12,0.09,312,South Patrickshire,5
256,64,0.09,4.55,298,Karaborough,8
332,62,0.10,0.25,633,Nitzschehaven,9
76,22,0.1,1.39,875,Nathanaelburgh,10
153,60,0.11,1.24,200,Lake Vladimirberg,7
82,72,0.10,1.32,41,Strackeshire,2
304,26,0.11,2.65,812,Ernserhaven,2
285,35,0.08,3.95,245,North Favianfurt,10
293,49,0.08,1.92,284,West Edgardoton,3
86,51,0.11,3.83,721,Cassidystad,10
176,60,0.11,3.27,128,South Madonna,2
235,80,0.11,2.87,732,New Lindseyfurt,8
355,78,0.10,4.11,758,Wilmaport,2
99,71,0.10,4.98,437,New Patrick,4
219,65,0.11,3.38,376,Carterstad,9
331,63,0.11,3.46,467,Andyville,2
255,69,0.12,0.55,88,Javonview,5
230,39,0.11,1.74,939,Port Torrance,6
279,41,0.08,1.24,551,Trantowmouth,2
120,52,0.09,2.87,251,South Cordellberg,7
194,60,0.08,2.92,996,New Ashlynnmouth,9
86,41,0.11,2.01,755,Kuhnhaven,9
311,28,0.08,3.92,990,New Garland,7
101,48,0.11,4.78,816,North Paula,9
167,38,0.08,2.89,90,South Hailie,9
162,67,0.09,4.76,856,Lavadachester,5
178,37,0.09,1.16,14,Aileenton,8
328,61,0.08,0.91,683,East Rosalee,10
323,51,0.10,2.07,955,Port Eleazarmouth,5
337,77,0.08,1.55,234,Lake Olaf,6
318,22,0.12,3.7,557,Haleymouth,4
160,30,0.08,1.68,834,Lourdeshaven,2
193,34,0.11,0.58,463,Powlowskiville,3
111,35,0.13,4.36,91,East Earnest,6
62,79,0.09,1.22,71,New Else,4
233,59,0.10,3.3,249,East Valentinbury,7
157,67,0.12,1.7,415,South Gonzalochester,4
255,63,0.11,4.98,11,Auerburgh,8
191,26,0.12,0.1,953,Kiehnchester,5
125,66,0.09,2.63,241,West Bradford,2
166,59,0.12,3.76,227,Paucekshire,7
311,21,0.10,0.61,137,Port Ephraim,8
256,54,0.09,2.59,39,Brekkefurt,9
136,40,0.08,3.63,779,Effertztown,10
82,59,0.09,3.91,205,Lake Tillmantown,8
169,67,0.08,2.38,704,Emiliamouth,10
169,77,0.09,0.11,687,East Samton,3
264,58,0.08,2.02,665,Douglaschester,8
89,49,0.09,0.56,429,Durwardton,6
292,76,0.12,1.57,978,New Bridgetport,4
135,55,0.12,2.27,480,West Price,5
347,44,0.11,1.74,797,South Jakob,9
157,41,0.11,0.18,739,Mariettastad,4
235,42,0.10,1.25,554,Zakarystad,7
250,76,0.09,1.39,393,Corwinville,4
117,21,0.09,4.62,598,East Steve,4
285,63,0.08,3.29,431,Lake Lazaro,9
62,43,0.10,3.65,806,East Ivah,3
134,77,0.12,1.47,741,Lake Javierfurt,10
67,70,0.11,3.7,648,Gislasontown,3
156,69,0.10,0.71,414,Norrishaven,5
264,31,0.11,0.64,408,O'Haramouth,2
92,52,0.11,3.76,531,Gwendolynfurt,10
81,68,0.08,2.3,358,Ruthchester,2
105,69,0.08,0.28,819,Rettaton,4
165,24,0.10,0.96,338,Lake Sydnieside,6
89,25,0.12,4.57,354,New Kobe,5
189,61,0.08,4.31,723,East Rebamouth,4
200,80,0.10,0.61,836,Lake Arne,10
201,78,0.08,0.62,535,Gulgowskiborough,8
276,42,0.12,4.31,992,North Keatonmouth,8
221,28,0.08,3.66,40,Barrowsborough,5
94,78,0.11,1.92,42,Tessmouth,7
122,55,0.12,3.19,823,South Ahmedland,2
79,62,0.10,2.32,644,East Ninabury,10
189,33,0.11,0.27,918,Jadaside,5
73,72,0.12,1.08,959,DuBuqueville,7
92,73,0.08,2.05,127,Enosmouth,4
134,29,0.08,2.74,130,West Audreanne,9
83,70,0.12,0.76,66,East Electa,2
202,49,0.12,0.9,591,East Erikfurt,4
170,28,0.1,4.24,828,Port Kelsi,2
263,77,0.11,0.83,27,Rueckerborough,4
356,44,0.08,2.56,268,Deckowshire,6
219,63,0.10,0.76,65,New Kenya,7
262,54,0.09,2.8,970,Lake Adela,5
64,70,0.1,3.06,749,New Mortimer,3
311,40,0.12,3.28,439,Aliciabury,7
251,28,0.08,2.97,435,South Devenview,8
126,53,0.09,4.6,982,Mayertborough,9
242,65,0.09,0.53,185,Mullerfort,10
335,48,0.09,3,778,Kavonhaven,10
61,62,0.08,3.04,210,Johannaton,10
248,65,0.08,0.26,136,West Vern,5
88,50,0.11,3.38,384,Osbornehaven,10
339,73,0.09,4.5,342,Isaacmouth,10
348,71,0.09,4.02,625,New Tyrese,5
278,55,0.08,2.57,563,Brekkeshire,8
171,61,0.10,2.33,678,East Anjalimouth,8
325,79,0.08,3.27,178,South Jovanyhaven,9
345,44,0.10,3.4,463,South Shanonchester,9
158,26,0.10,1.85,795,New Ezequiel,9
114,39,0.11,2.17,660,North Sammy,7
195,74,0.09,3.88,278,West Brionna,4
90,56,0.10,4.21,489,Port Thurman,3
122,80,0.09,4.18,373,Larsonbury,8
196,48,0.09,4.5,836,Traceyton,10
322,50,0.11,0.79,243,East Pauline,6
138,31,0.08,3.74,111,Strosinchester,3
356,47,0.12,4.86,728,Hudsonmouth,2
64,64,0.11,3.36,691,South Martine,2
118,39,0.10,2.49,906,Grantchester,6
151,76,0.08,1.07,59,Lake Dariusmouth,6
191,59,0.11,4.42,337,Lake Chaunceyland,8
238,50,0.12,2.21,710,New Enola,3
301,29,0.12,3.4,53,Port Estelle,8
259,32,0.09,4.1,418,Port Aydenbury,4
67,28,0.12,3.49,512,Lake Howellberg,5
277,76,0.11,4.35,743,Wolfmouth,6
150,68,0.09,2.32,494,East Dina,10
334,78,0.08,1.5,389,North Esmeraldatown,5
70,68,0.08,4.9,556,Alfonsobury,7
66,47,0.12,3.24,947,Port Krystelfort,9
301,72,0.11,2.99,446,North Maryam,8
225,71,0.12,4.03,431,Jaceberg,2
86,45,0.11,4.57,546,O'Konshire,8
281,68,0.09,4.69,603,Port Elian,3
214,74,0.10,3.34,842,Parishaven,10
94,58,0.11,0.07,512,Chelseyville,5
62,41,0.11,0.87,588,Colliermouth,10
319,61,0.11,0.04,56,New Jarrod,7
93,29,0.09,0.43,455,North Jaimeshire,5
112,38,0.12,0.34,837,Carliehaven,5
89,39,0.09,2.45,277,South Arthur,9
130,47,0.11,4.6,428,Port Shanny,8
228,32,0.08,1.52,873,Schroederfurt,8
125,51,0.08,3.4,812,Breitenbergshire,10
242,72,0.10,3.21,797,North Orlandobury,6
72,44,0.11,0.79,237,Sybleside,7
235,48,0.08,0.29,400,Fisherborough,6
201,76,0.08,0.08,523,Idellafort,8
110,45,0.10,0.35,325,Jamarcusburgh,2
356,77,0.11,2.42,952,Muellerport,7
135,26,0.09,1.91,81,East Timothy,5
232,75,0.08,1.17,342,Port Rachael,8
301,67,0.12,2.54,226,Hahnburgh,6
138,32,0.09,1.22,699,Carletonport,3
356,63,0.08,1.4,69,Lake Ursula,7
86,73,0.11,2.15,660,Raymondchester,4
340,26,0.10,2.06,477,Clarissaberg,7
254,70,0.12,3.7,161,Idellamouth,5
284,37,0.11,2.29,813,New Dino,9
69,52,0.10,0.25,333,Bernierstad,5
149,28,0.12,2.86,978,Claratown,9
228,61,0.10,4.26,737,Yostville,5
136,47,0.08,3.58,69,North Friedaville,10
151,67,0.08,4.72,498,Rebekaport,6
211,55,0.10,1.1,475,Lake Teresafort,4
352,31,0.10,4.21,197,Port Reanna,7
167,50,0.13,0.59,101,Royalbury,3
175,69,0.11,3.83,828,Bayerburgh,7
334,42,0.10,1.61,766,West Judeland,2
314,64,0.09,3.51,8,Summerchester,7
322,74,0.11,1.56,171,New Marcellaburgh,8
183,71,0.12,3.02,481,Marquardtbury,2
61,60,0.09,0.46,556,Lake Chelseahaven,2
346,44,0.11,1.18,851,Lake Rosamond,7
124,75,0.08,3.27,782,O'Connelltown,3
165,75,0.12,2.38,533,Port Margot,10
344,76,0.09,4.25,845,East Isaiahside,9
71,34,0.12,4.37,619,Port Antwon,8
326,74,0.08,3.7,399,North Carissaton,6
267,70,0.12,1.41,188,South Eladio,7
291,53,0.08,1.48,794,South Willland,9
345,58,0.11,1.38,433,Vanceview,7
360,51,0.09,2.96,909,Marlinside,10
183,33,0.08,3.1,21,Priscillaside,10
226,36,0.11,4.59,918,East Jannie,6
306,50,0.12,2.67,28,West Caitlynhaven,2
216,63,0.10,4.83,192,North Mateo,6
81,58,0.08,0.05,405,Starktown,4
259,73,0.09,2.12,167,South Michaelberg,7
314,47,0.12,2.13,407,Reillytown,2
99,33,0.08,0.24,488,Ortizberg,4
235,69,0.09,4.54,781,Arneshire,8
101,48,0.10,0.6,64,Lueilwitzburgh,2
219,60,0.09,0.64,139,Port Bryce,7
72,24,0.09,1.67,608,Kaylinborough,5
182,34,0.09,3.52,716,New Jo,10
222,62,0.11,1.64,711,Bayershire,4
276,61,0.11,0.98,339,Beierhaven,9
354,78,0.09,0.58,77,Collinsfort,4
340,73,0.10,1.42,803,Port Melisatown,2
248,63,0.11,3.37,312,Glovermouth,6
288,27,0.12,2.07,71,North Giovanna,3
282,23,0.12,3.09,937,Aiyanafort,2
295,23,0.09,1.76,483,Port Hobartchester,6
153,64,0.08,3.38,548,Port Destineeland,7
232,54,0.12,0.68,123,Samanthaberg,5
309,76,0.11,4.59,536,Royceton,6
141,29,0.11,0.76,778,Omaritown,4
67,80,0.09,4.39,256,East Elroy,10
262,74,0.11,2.74,715,Jakubowskimouth,9
119,47,0.08,0.61,909,Godfreyhaven,9
318,33,0.08,2.31,166,Lennamouth,5
222,34,0.12,3.56,820,Port Leland,10
210,65,0.12,1.58,1,Port Ronaldotown,10
171,22,0.10,4.55,929,Mayertborough,8
340,41,0.11,0.11,658,Mantefurt,5
178,45,0.10,3.08,867,Langberg,8
305,63,0.11,4.62,156,Lake Vince,2
203,62,0.12,2.17,94,Port Sheilabury,7
229,53,0.12,3.41,410,Dimitriville,6
314,67,0.12,0.1,440,Dakotaborough,2
329,43,0.12,2.45,119,Hahnville,4
274,50,0.08,0.2,603,Kirlinview,2
248,30,0.10,2.03,580,North Kallie,8
255,69,0.10,3.97,806,North Luigiton,5
236,63,0.09,1.05,11,Janville,2
180,27,0.08,0.8,552,New Dameonburgh,3
106,36,0.11,1.34,328,Wiegandview,7
138,61,0.10,2.52,276,Port Ernestinebury,10
108,66,0.12,0.07,526,Blockhaven,3
109,62,0.10,3.89,780,West Lionel,5
193,58,0.10,0.92,14,New Llewellyn,8
271,71,0.12,3.07,713,Treverborough,4
152,25,0.09,4.5,32,Gusikowskiborough,6
213,42,0.10,0.7,565,Hilpertburgh,7
280,49,0.12,3.55,373,Fisherland,10
70,48,0.11,4.26,932,Andersonhaven,2
130,42,0.08,1.25,542,Nitzscheburgh,6
144,73,0.09,1.61,20,East Roscoetown,7
174,54,0.09,0.91,952,Jerdechester,7
85,53,0.12,1.15,949,Borerburgh,2
316,67,0.09,1.38,483,Port Veronica,5
360,65,0.09,0.27,913,South Brandtbury,5
206,60,0.11,0.76,476,North Chad,7
90,78,0.10,2.9,325,Jevonmouth,2
195,41,0.09,0.16,341,Brauntown,5
267,71,0.10,3.95,281,Strosinshire,4
261,74,0.08,4.88,536,Port Ayana,5
332,45,0.08,1.13,462,McLaughlinton,6
88,70,0.11,3.02,918,Naderton,4
239,79,0.10,0.04,135,East Henrietteton,6
68,23,0.13,0.9,100,East Estellaberg,3
211,66,0.08,0.72,411,North Florineville,7
153,43,0.12,1.92,619,Lake Hermina,9
89,25,0.10,2.47,924,Ortizton,4
178,75,0.08,0.94,101,Barneybury,5
212,21,0.11,3.68,93,Lake Joannemouth,6
183,35,0.08,4.64,387,Ellisport,9
329,55,0.11,1.16,992,North Alicia,7
245,69,0.09,1.02,787,Lake Kaitlyn,3
305,70,0.10,0.38,153,Teresaberg,6
329,40,0.10,2.81,531,South Destinee,8
313,41,0.10,4.31,738,New Gildaberg,4
151,72,0.08,0.88,148,East Novella,3
132,65,0.09,1.14,917,Kunzemouth,2
103,56,0.08,1.61,327,Schulisthaven,4
230,79,0.10,1.7,329,Timmystad,5
331,42,0.12,0.88,821,Lake Charley,6
63,31,0.08,3.83,205,West Garrett,9
234,33,0.08,0.52,822,Homenickport,7
318,80,0.12,1.29,481,Kovacekview,5
340,59,0.11,0.99,26,Mannhaven,2
287,66,0.09,3.77,595,Margehaven,10
359,69,0.08,4.67,670,Nedrachester,6
219,67,0.11,2.38,693,Jasminview,10
193,45,0.09,3.88,338,North Blaise,8
318,27,0.10,0.73,383,Port Janicemouth,3
178,65,0.10,1.1,548,Nikkofurt,6
320,70,0.09,1.84,744,Lake Solon,6
131,49,0.12,4.53,97,Strackeland,3
187,36,0.10,3.86,117,Rauville,6
64,27,0.11,1.52,603,Chasityview,7
339,27,0.11,2.75,491,West Clintside,3
244,48,0.10,4.47,744,South Loma,7
347,41,0.11,4.59,587,Nolaland,10
197,42,0.12,1.62,520,North Coltonhaven,3
330,53,0.12,3.35,897,West Jaime,3
223,66,0.09,4.26,624,Adolphusbury,4
167,52,0.08,4.24,844,East Neva,10
323,40,0.08,2.76,640,Port Esmeraldaton,3
256,46,0.08,4.86,210,Priceville,7
235,34,0.09,3.29,316,West Marjorie,4
250,39,0.09,1.68,877,East Samsonfort,6
67,36,0.08,4.15,988,Zemlakmouth,5
69,44,0.11,0.9,267,West Beaulah,3
236,43,0.08,1.29,15,Helenechester,6
104,33,0.10,0.19,719,West Loma,2
309,66,0.12,0.96,324,Weissnatfurt,4
338,39,0.10,1.23,751,New Horacio,7
69,25,0.11,3.62,846,Camilletown,9
207,73,0.12,0.06,50,Lethachester,6
113,37,0.09,2.78,847,South Mireyaborough,6
344,61,0.09,3.65,46,Bruenton,6
215,72,0.10,1.23,112,Port Lempi,3
152,52,0.12,1.99,487,Lindton,5
142,74,0.10,1.42,504,Lake Carleton,4
107,58,0.10,3.37,985,Emmyberg,4
92,73,0.08,2.2,629,New Emil,6
101,29,0.12,0.13,433,Binsport,7
352,37,0.12,2.37,570,Weberbury,7
123,72,0.12,4.49,99,New Caylaberg,6
69,38,0.12,4.91,110,New Josie,9
351,51,0.09,2.12,894,West Shaniaville,6
330,50,0.11,2.29,742,Lake Aliceport,5
287,52,0.09,0.99,925,Lefflermouth,2
309,32,0.12,0.6,987,Stehrchester,8
178,37,0.11,3.74,122,New Casey,8
340,58,0.12,1.29,809,South Columbus,9
327,25,0.11,0.62,525,Lake Antwon,10
339,63,0.11,4.87,998,Schimmelchester,10
104,79,0.1,1.49,862,South Jeaniemouth,6
98,71,0.10,0.39,641,Gutmannmouth,6
213,44,0.1,4.13,925,Kaiaborough,5
258,56,0.08,0.83,951,Spinkastad,4
275,55,0.08,2.24,914,East Laviniabury,10
163,54,0.11,3.62,811,Feliciahaven,6
320,62,0.09,1.36,90,Aureliamouth,2
299,37,0.11,0.66,393,Kiehnburgh,10
334,24,0.11,0.77,272,Markustown,3
198,22,0.09,1.15,988,North Gersonhaven,10
295,26,0.09,4.95,469,McLaughlinton,2
188,64,0.11,2.46,45,Jarrettfort,8
214,76,0.12,3.73,645,Aidashire,8
234,32,0.11,1.81,989,North Berniebury,4
290,53,0.12,2.95,117,Salliemouth,2
119,43,0.09,1.57,565,Tillmanchester,10
121,51,0.11,1.05,91,East Jewel,7
137,68,0.08,0.1,896,Filomenamouth,6
195,31,0.11,2.58,347,New Lucile,10
279,35,0.08,0.25,592,Aleenhaven,4
223,39,0.09,3.06,284,Lake Eribertoshire,4
72,25,0.12,0.8,623,West Zackary,2
166,38,0.10,0.1,61,East Jocelynstad,6
187,41,0.10,2.94,168,North Beatricemouth,6
357,47,0.09,3.04,411,Jovannyland,9
331,45,0.11,1.98,872,East Horacio,5
128,35,0.10,1.23,630,South Isaiah,5
171,74,0.10,2.06,366,South Melyssa,7
286,80,0.12,3.69,576,Wolffchester,9
256,37,0.08,3.44,978,East Juanita,7
221,23,0.10,1.78,401,Lefflerville,3
329,44,0.11,0.16,6,South Dion,6
225,36,0.12,4.62,590,North Kaylahton,4
323,33,0.09,4.66,594,Port Darian,9
112,69,0.12,4.4,666,South Tatumview,4
114,38,0.08,4.51,699,Kenyonfurt,8
170,24,0.12,2.96,676,Johnstonmouth,10
265,33,0.12,4.51,951,New Isom,6
311,60,0.08,4.96,842,Melodyview,5
243,69,0.12,0.87,938,West Kendra,3
302,62,0.08,1.17,318,Robertburgh,2
257,80,0.12,1.54,220,Stantonport,9
279,37,0.11,1.29,558,Matteomouth,9
286,51,0.10,1.88,582,West Cesarview,3
173,54,0.12,1.34,983,West Efrainside,9
64,50,0.11,3.05,405,East Baileebury,4
357,34,0.08,1.84,692,Melvinaland,8
77,64,0.12,3.48,88,New Emilio,3
192,59,0.10,1.53,453,Paulinebury,9
151,21,0.12,3.36,535,Schuppeshire,7
95,26,0.11,1.1,232,Lake Turnershire,7
69,39,0.11,4.79,20,North Salvatore,5
197,76,0.1,2.28,424,Jacobiview,3
280,30,0.11,2.46,279,Lorenzotown,5
223,29,0.12,0.97,679,Willmsfort,3
